,artist_uri,artist_name
130826,spotify:artist:7LfRnzGM0wRSyS5mmAwJbv,Ray Conniff
130896,spotify:artist:1Atf5usInTlh55HLENqnlI,The Christmas Guys
131776,spotify:artist:4adgHnoK84DgtLot2jxrp2,Tim Minchin
131786,spotify:artist:6uroJGQr7oAzc4z1P7p7Rr,Santa Ana Players
131816,spotify:artist:49e4v89VmlDcFCMyDv9wQ9,Dean Martin
131916,spotify:artist:0gkdTYCWEZHSjnovUuzhsD,Seven Missing Santas
132076,spotify:artist:292sg99iIOc93zcd30r4Oz,Jonathan Coulton
132086,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky
132336,spotify:artist:4sj6D0zlMOl25nprDJBiU9,Andy Williams
132376,spotify:artist:5v8jlSmAQfrkTjAlpUfWtu,Perry Como
132386,spotify:artist:0MHgLfmQdutffmvWe5XBTN,Burl Ives
132416,spotify:artist:5oPGKOVPSvNUx3R3Wfbv2y,Jon Stewart
132437,spotify:artist:43Sijb9epUz4AzbSHDvSnp,Jon Stewart
132441,spotify:artist:3f626JSVauIhTQgatsFcs4,Paul Williams
132451,spotify:artist:0xbgjlBWqSP2hP54ZgjLEW,The Muppet Cast
132453,spotify:artist:1uKuEpgX4NlXNxssv62cXI,Muppet Brass Buskers
132454,spotify:artist:0OXv85XDQx5BnJ1dRBbFHd,Miss Piggy
132464,spotify:artist:2RmGe4wEgHudP9BBRfR8Ez,Ghost of Christmas Present
132466,spotify:artist:2kXLMOzLGIsJunZCUFwKh7,Scrooge
132506,spotify:artist:3DbbwN6KiTd1SiudMbIHvo,Holiday Rockers
132527,spotify:artist:6lBN3Tzt61u8i9AJoAhKzF,Mykola Dmytrovych Leontovych
132586,spotify:artist:3ESG6pj6a0LvUKklENalT6,Doris Day
132606,spotify:artist:5Gejwv3xz2DpLcxVpMD6hL,Thurl Ravenscroft
132706,spotify:artist:6Kw1akphqDO29BgNzk8nVQ,CMc
133296,spotify:artist:2R1QrQqWuw3IjoP5dXRFjt,Marlon Roudette
133346,spotify:artist:2EFkigEczkUGF0PWTBX8IR,Video Game Players
133626,spotify:artist:2B4ZHz4QDWJTXPFPgO5peE,Warren G
133697,spotify:artist:3aGFCoR8xGN6DKwvdzeSja,ILOVEMAKONNEN
133736,spotify:artist:1ackd5XprZEkH3McKbQD51,Juan Magán
133756,spotify:artist:5DUlefCLzVRzNWaNURTFpK,Cali Y El Dandee
133816,spotify:artist:3E6xrwgnVfYCrCs0ePERDz,Wisin
133856,spotify:artist:3LKXWvXFWrkwUzJWxzwVpW,Tony Dize
133866,spotify:artist:2gKYxTUOqw9aPt7ljMwSHT,Orishas
134026,spotify:artist:3ATyg4fGC9F8trfb0GRWmX,Joey Montana
134046,spotify:artist:1phfTBIocBW3UwqcYjaEN6,Mike Bahía
134056,spotify:artist:2DP9xStkVVv753RBiEHXQB,Alkilados
134086,spotify:artist:7yTZWEdEJE8raacRDmTYx2,Breiky
134096,spotify:artist:2ny2IhV61AbrsaWpjvGM7m,José de Rico
134116,spotify:artist:08Cb5OwPZ7SrS19MNYaHqz,Buxxi
134136,spotify:artist:1qyAl8T6GTcaOViaI7fs1j,Son By Four
134156,spotify:artist:4bw2Am3p9ji3mYsXNXtQcd,Piso 21
134266,spotify:artist:7tU1VKOuxiNZwBZC6RHidA,Alexis y Fido
134276,spotify:artist:23wEWD21D4TPYiJugoXmYb,Thalia
134356,spotify:artist:52wHLjXBRtdLP9VXX4Uosn,Dr. Bellido
134387,spotify:artist:0vR2qb8m9WHeZ5ByCbimq2,Reik
134396,spotify:artist:0b2GL7Y02vu50qieoQmw1w,IAmChino
134416,spotify:artist:3FswxO7yS5bkzYTl6Ce1aD,Crack Family
134424,spotify:artist:1RBzGO6Nm3uyhUSxP7EDWO,Kevin Roldan
134434,spotify:artist:6grrtSwMegDAZVtJgUQtJl,Jhoni The Voice
134454,spotify:artist:3f4OfcNtgL9MLgiyOdIHC7,JENCARLOS
134504,spotify:artist:4me3aAjTrjTDsSUnLcIXfZ,Domino Saints
134514,spotify:artist:3HPOnbuwLP2qlwWQ7cgxYW,Xantos
134594,spotify:artist:3PAwspMN27PDm81WwXDsMf,Reykon
134624,spotify:artist:2SzdXGFgRUgygnqrqmsW9W,Alejandro González
134634,spotify:artist:0eecdvMrqBftK0M1VKhaF4,CNCO
134714,spotify:artist:3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond
134734,spotify:artist:6XFITTl7cFTdopDY3lUdlY,J Alvarez
134794,spotify:artist:3ptY5WTxu77JpAQQnHyxEl,Yandar & Yostin
134804,spotify:artist:1a2HwAlOE2wUPmNisvZxSw,Big Yamo
134905,spotify:artist:4mnY9Vvz3GXQIyHljvWnY1,Henry Mendez
134954,spotify:artist:3W4lVkySjtIvd67UUg0F3i,Cabas
134964,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj,LAGOS
135094,spotify:artist:0Q7ezBXgkKjIvdbtDLL3R6,Fainal
135104,spotify:artist:44Qx9J57sKKNFIASxM4dWh,Tacabro
135124,spotify:artist:0wAjDqsI21R32QgwufgpiH,Cherito
135129,spotify:artist:7Mj6zJyAtVisnooOp1hlWF,Wilo D New
135139,spotify:artist:4FMqE1IWlhufYw1x2zlKG6,La Materialista
135290,spotify:artist:4YgACLaoEjPl4kVZ5WmBN9,Jerry Douglas
135339,spotify:artist:6J2F6rTcNCJtktosxTxNw7,Jessica Sutta
135579,spotify:artist:4b6MfdngjVJXG3kCeovaLf,Super Groupie
135589,spotify:artist:3mJ9GlkLzj8Ka7Z7EQaCMi,Watsky
135639,spotify:artist:25UzUBawTt2efMKKYNE4Qy,Deep Chills
135654,spotify:artist:0N41KJ4H6bkPAm2tx7VS8C,Anna Wise
135714,spotify:artist:2S9W9aSAd7e5mp8WqWxN2h,Hilary Duff
135814,spotify:artist:1yZwlOVsfrp4wb6d29KkGM,DJ Luke Nasty
135974,spotify:artist:6ABaV7mB6WIZKgfEEtWCf8,Lolawolf
136115,spotify:artist:50OApTJurDusIo9dGTqSU4,Lilly Wood and The Prick
136244,spotify:artist:58Dx4HPzeOO3dbpD9YYEes,2 LIVE CREW
136324,spotify:artist:6prmLEyn4LfHlD9NnXWlf7,Adam Lambert
136354,spotify:artist:4hqDqHtBlgxXpLXVYf7c8L,Ashlee Simpson
136394,spotify:artist:7u160I5qtBYZTQMLEIJmyz,G-Eazy
136434,spotify:artist:0tzSBCPJZmHTdOA3ZV2mN3,CL
136494,spotify:artist:4HzKw8XcD0piJmDrrPRCYk,Drake
136524,spotify:artist:1AdQnmF6taa106PwtUBK6O,Club Kuru
136544,spotify:artist:1iqXhsjGeWi2Gje5q0mFYb,xxyyxx
136684,spotify:artist:1X2jtj4eWSgcN5PzBCftT7,Lil B
136738,spotify:artist:4poL7YCSkG7kMnWjAdDU91,Era Istrefi
136777,spotify:artist:3OchAMbTwaatqfFMtisj7y,0scill8or
136787,spotify:artist:15jrieCvf3EklAScnD9kKl,Sak Noel
136857,spotify:artist:1lEBJGJgdoevi1Clv9CqLT,Branko
136907,spotify:artist:3XXrhkZKSGd3CUJQFnx5tQ,Sublime With Rome
136917,spotify:artist:0vIFLqYvyNzfBjzyo6J0Pv,Sleepwalkers
136977,spotify:artist:00OF0nwYaoBSO3AnPVq3vE,Johnny Stimson
137027,spotify:artist:3fmMaLC5jjf2N4EC2kTx0u,Hermitude
137187,spotify:artist:3ubv8WIA649ar6dwEH6ATm,Exmag
137267,spotify:artist:4jk4lxjwNCDVIwHyCrUmlk,Mariahlynn
137277,spotify:artist:4OGJOCR3m1HC87JGx8cuEQ,White Noise Meditation
137287,spotify:artist:7MGlZPaZPKJJFUbp8wToNb,Steven C
137297,spotify:artist:4TVLNqjrnppNF8sAwGs83O,Christopher M. Georges
137300,spotify:artist:1TwYFIkuvKwm21CCns3fY2,Worship Music Piano
137310,spotify:artist:0w7R0CZTOtmtpbClY0Vq6k,Klaus
137320,spotify:artist:1JIAVlXIuqqarZIT5vt5NQ,Terri Geisel
137350,spotify:artist:0DnJS8sp2GnbeCnIak9M8I,Kim Costanza
137380,spotify:artist:0cylxW7HGdK9xMdubw2oYW,Lullabyes
137450,spotify:artist:07MOqUaJ2WqGGHQlpcz9H3,"Instrumental Christian Songs, Christian Piano Music"
137551,spotify:artist:2akNRvGNB400IDDUMr1PHW,Steffany Gretzinger
137610,spotify:artist:03a5eVjzFyQlR4XyVSwt4t,Love and Theft
139090,spotify:artist:3rHl3rSgCnHhOlVB87ZxyF,Kevin Hart
139140,spotify:artist:1Z8ODXyhEBi3WynYw0Rya6,De La Soul
139190,spotify:artist:15GGbJKqC6w0VYyAJtjej6,Fatman Scoop
139300,spotify:artist:5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards
139320,spotify:artist:4YNeMA58IPpXjOOUO43kjG,Ziggy
139330,spotify:artist:0IYk6BQrE0HkCOkdITNEUi,DJ LILMAN
139390,spotify:artist:1Sz0VZ2PxcZPD2qRIX9GSK,LouGotCash
139400,spotify:artist:7GuUYiGZOzQwq4L6gAfy1T,SahBabii
139410,spotify:artist:7x8MuRMbm9XIldHSJOtoNo,22 Savage
139490,spotify:artist:3PExH6Ke8I04yK51EXG3FQ,2milly
139580,spotify:artist:6LXRvV2OAtXF7685fzh3mj,Rowdy Rebel
139700,spotify:artist:1LKo6ZA3RNvKtLa6zDu32S,Kranium
139710,spotify:artist:62DmErcU7dqZbJaDqwsqzR,Popcaan
139720,spotify:artist:2NUz5P42WqkxilbI8ocN76,Vybz Kartel
139740,spotify:artist:5sK8BsvyDl4TFA6KaBf8or,Charly Black
139780,spotify:artist:4GpVRyxDYccJrbQkO3KWws,RDX
139790,spotify:artist:1pmixngtBJleMrGUG5o8DE,Mr. Vegas
139820,spotify:artist:06SIuEAp0Cqena9c2bZfgq,QQ
139841,spotify:artist:0wEvWMQRqaXcgnrZv6KtyL,Spice
139860,spotify:artist:4suXYeRdmqURfBOpvTwViF,Freezy
139890,spotify:artist:5WFPVKybSiU6x8HBTACfpr,Ricky Blaze
139900,spotify:artist:22099GssG7Ood0d5UIh2wo,Serani
139920,spotify:artist:60TYV12IFUaDfnUA0S67zb,Rupee
139940,spotify:artist:4FdhiagLyTmvDqAVUxsQ57,Alison Hinds
139950,spotify:artist:7xZsRgFbn8DcvswayeLbPW,Nigel & Marvin
139953,spotify:artist:30e4w7lTeWNqIvmAOxAhig,Colin Lucas
139971,spotify:artist:5yC1kAgDOIOt8FWoPLc4GL,Cloud 5
139980,spotify:artist:6wxP7SSzfvi21Cnl8JicdQ,Machel Montano
139990,spotify:artist:5XwdTXM2AN5sMV7Su8dUZA,Ultimate Rejects
140190,spotify:artist:27uaO9kt8Zp7CxtfZCmNY2,Housse de Racket
140210,spotify:artist:5vfEaoOBcK0Lzr07WN8KaK,Darius
140220,spotify:artist:2dTGHCFyCD8uj6tAM9q8ED,Christoph Andersson
140310,spotify:artist:6qGkLCMQkNGOJ079iEcC5k,Ben Platt
140360,spotify:artist:5VJN4jB6PqqEg4kJiAj6Eu,Renée Elise Goldsberry
140370,spotify:artist:7KkqUt65v6LMtR369OQ6FB,Jonathan Groff
140382,spotify:artist:2OEGI2wrCVmvavKEOMlccy,Phillipa Soo
140476,spotify:artist:3twuAojvYNrlWZpMkxLm3P,Daveed Diggs
140491,spotify:artist:4H3e5t5utgPvj6Nsuda5QF,Jasmine Cephas-Jones
140515,spotify:artist:660YptcR0hNHJ8iEr1qcse,Anthony Ramos
140620,spotify:artist:60wslYioiBcxSTInM4nIy2,Jordan Fisher
140640,spotify:artist:01hcqBKMrPmHtg3RBJsxaP,Aaron Tveit
140660,spotify:artist:0kvp9mzfvoXvGtjSWTgrEb,'In The Heights' Original Broadway Company
140681,spotify:artist:3OPl8pWnz8rdYTiaNQ0eMv,Mike Faist
140682,spotify:artist:71wy5iisVKXLZgoPxdFi8A,Aaron Tveit
140692,spotify:artist:0ZAibQ1lZh5UbUaQybsn62,Cast Of Rent
140713,spotify:artist:51cLPvmhBdl3qTsZCL32Yl,Elijah Kelley
140732,spotify:artist:782wocBbKLROLTSPViayHH,Rachel Bay Jones
140738,spotify:artist:4gOl5m9dY7IGAipqpul7GZ,Samantha Barks
140778,spotify:artist:6U1dBXJhC8gXFjamvFTmHg,Hugh Jackman
140805,spotify:artist:6T70tWxqyIpdVbsFvPzqM3,La La Land Cast
140807,spotify:artist:0bw7sLDsNQTScMpmsNFukJ,Guapdad 4000
140827,spotify:artist:75caxjvX9NfZ9yZk5HbqEp,Brittany Snow
140828,spotify:artist:5bse9w1FhvHOjwC110JLe5,Company
140838,spotify:artist:5AmnFjIvQPCZJk3ES5kki4,James Monroe Iglehart
140849,spotify:artist:1RHbG28m5gaCOeIgaxEgLb,James Monroe Iglehart
140858,spotify:artist:5sy77gt4bfsLcSQ8GIe4ZZ,Alan Menken
140898,spotify:artist:4V8U8U6LwsHGyRTLCt9t19,Rosie O'Donnell
140918,spotify:artist:4sZw3BLoQ9SniX4mcoh80b,Roger Bart
140944,spotify:artist:3E0MPcbZSjfJ1HsnJKXkqd,Cheryl Freeman
141058,spotify:artist:45lorWzrKLxfKlWpV7r9CN,Ben Harper
141108,spotify:artist:0lwRI7lvmlRY5DiA5Xa6wQ,Lipps Inc.
141138,spotify:artist:2aS6jYh7ysTL1ZUsHneNgM,Berlin
141148,spotify:artist:0LcJLqbBmaGUft1e9Mm8HV,ABBA
141178,spotify:artist:2LB9H0px4qWbCHg9Axzhga,Adam Sandler
141288,spotify:artist:35U9lQaRWSQISxQAB94Meo,America
141358,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel
141368,spotify:artist:4FtSnMlCVxCswABUmdhwpm,Carly Simon
141398,spotify:artist:09dDdtfi4mWLdC2BHOrIrl,Terry Jacks
141488,spotify:artist:7y70dch6JuuuNnwlsOQvwW,Nitty Gritty Dirt Band
141528,spotify:artist:1MXwwmS2JpmsHZhdMeOL2s,Pure Prairie League
141538,spotify:artist:4HVmeVTQBgvTuvjB1JYwaf,Gilbert O'Sullivan
141548,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,Herb Alpert & The Tijuana Brass
141578,spotify:artist:2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos
141738,spotify:artist:71lGEtP9qYXDsSXjfexTqO,Sonny & Cher
141748,spotify:artist:2jgPkn6LuUazBoBk6vvjh5,The Zombies
141808,spotify:artist:5ujCegv1BRbEPTCwQqFk6t,John Fogerty
141818,spotify:artist:2IU5UBup85LmAXh5U36DeC,The Grass Roots
141868,spotify:artist:4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin
141878,spotify:artist:7dnB1wSxbYa8CejeVg98hz,Meat Loaf
141898,spotify:artist:3RTzAwFprBqiskp550eSJX,Harry Nilsson
141938,spotify:artist:3sFhA6G1N0gG1pszb6kk1m,Wings
142008,spotify:artist:7lzordPuZEXxwt9aoVZYmG,Billy Idol
142038,spotify:artist:69Mj3u4FTUrpyeGNSIaU6F,The J. Geils Band
142058,spotify:artist:1JVoO5bwfU8GNuAZLpBoHe,The Dream Academy
142118,spotify:artist:3ulXcJHsniZBycOD3Tic9T,The Ukulele Boys
142138,spotify:artist:23rleGXVOVVgTk3xgtmfE4,Gordon Lightfoot
142168,spotify:artist:2kuNswDC82PL9xRbfaZJaS,The Association
142188,spotify:artist:0uUNzXylqsZdmFDwdxaP1V,B.J. Thomas
142198,spotify:artist:4W4gYpQ2AQq7US2HZS13Qw,Blessid Union Of Souls
142268,spotify:artist:485uL27bPomh29R4JmQehQ,Bob Seger
142358,spotify:artist:4n31svBA9GGIYxGxgrQaRK,George Thorogood & The Destroyers
142438,spotify:artist:0jYKX08u1XxmHrl5TdM2QZ,Lulu
142468,spotify:artist:0TmpilCaLhx7jbBu9bxpJs,Can Atilla
142518,spotify:artist:4xXCRXOfQKQ2gjWxNhNzYW,Air Supply
142528,spotify:artist:5skM4jc4QoEpHiWWl6OoW7,Israel Nash
142538,spotify:artist:46njgd2Rq9tZc4ZjeQMgbh,Boz Scaggs
142558,spotify:artist:0Geq9Y20DjOlUjvmFZtzGx,Jill Barber
142588,spotify:artist:1sBRcMH8DDR8Nsk2RoJmjS,Boney James
142598,spotify:artist:4ThkLup6LmqCUuHuG434zZ,Rick Braun
142628,spotify:artist:0J9mbwg4BquN4XlHzdMK3X,Demis Roussos
142639,spotify:artist:4utLUGcTvOJFr6aqIJtYWV,Eminem
142658,spotify:artist:4etuCZVdP8yiNPn4xf0ie5,Julio Iglesias
142688,spotify:artist:1XgFuvRd7r5g0h844A5ZUQ,Take That
142738,spotify:artist:1C4kZs9XyNnm9HWFng6ZFH,Jeff Wayne
142798,spotify:artist:3EA9hVIzKfFiQI0Kikz2wo,Ed Sheeran
142828,spotify:artist:2ofzePirTpSz2qzyVt1Eoe,Prince Jammy
142908,spotify:artist:5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán
143000,spotify:artist:4F7Q5NV6h5TSwCainz8S5A,Duke Ellington
143028,spotify:artist:1eEfMU2AhEo7XnKgL7c304,Carpenters
143038,spotify:artist:0RYyGExpy57GLGa1GtFoVo,Nino Rota
143048,spotify:artist:1kTBhbobT38Dg6tfbHPK91,Peppino Gagliardi
143068,spotify:artist:5tqMW5dSAlvh0GvgD3XfDy,Outlandish
143078,spotify:artist:3WOj1oiiAEN4tcxc7QdcPU,Camiel
143088,spotify:artist:41ITYFOUrXrzWhudmBYC0X,Louie Austen
143098,spotify:artist:0s3Sndq1f04wJm9R2yBbji,Green Point Orchestra
143108,spotify:artist:1fa0cOhromAZdq2xRA4vv8,Simply Red
143128,spotify:artist:5nPOO9iTcrs9k6yFffPxjH,Röyksopp
143158,spotify:artist:7dXBi98p0mN5JCpBnU0XEm,Gato Barbieri
143178,spotify:artist:3stKuoGxVciVL8qXRRbzxI,Susan Wong
143218,spotify:artist:1dSRKlg9rzvs63rhT8Sbpp,Steve Aoki
143228,spotify:artist:7Gf3LSwa5hh8Cjo60WhVjC,India.Arie
143238,spotify:artist:10gzBoINW3cLJfZUka8Zoe,Above & Beyond
143249,spotify:artist:6HQ6vf4AloXyVNdyJhrX1J,GAMPER & DADONI
143298,spotify:artist:17XXKfRBMCWvLrqGoNkJXm,Engelbert Humperdinck
143328,spotify:artist:5BwOOeKayeMZXa5SSaiRxv,Ricchi E Poveri
143360,spotify:artist:5IFCkqu9J6xdWeYMk5I889,Gloria Estefan
143378,spotify:artist:2Z8XcWdgy5dSaiQR3d7tHK,Armik
143388,spotify:artist:5IxvlwTJDQKlgIJbOPG0IQ,Mystic Diversions
143398,spotify:artist:5z1LIbxmMGHuLp770JlDbS,Cécile Bredie
143408,spotify:artist:61lyPtntblHJvA7FMMhi7E,Duke Dumont
143448,spotify:artist:1Pe4MoTbike2NZeexUUBrU,Maite Hontelé
143458,spotify:artist:0XfkH3kgVTy5EYdv0DzDCQ,William Joseph
143478,spotify:artist:695W5F2Ih8dYahLdjVOIoH,Christopher Cross
143498,spotify:artist:6HRDWgcpiWzgck5xVxwhbz,Tommy Fleming
143528,spotify:artist:35s2IPbwr2yuLLhw45CAVM,George St. Kitts
143538,spotify:artist:3k2iB8D3s38YPsICMOX48z,Alejandro De Pinedo
143548,spotify:artist:1zULBLi7ptRt9Yai7dPhXE,Adriana Mezzadri
143569,spotify:artist:2e4nwiX8ZCU09LGLOpeqTH,Laura Pausini
144419,spotify:artist:5FKchcZpQOkqFvXBj1aCvb,Pegboard Nerds
144518,spotify:artist:6lO3fSdhsdpeOcrbqAJsRU,Aero Chord
144528,spotify:artist:0daugAjUgbJSqdlyYNwIbT,Vicetone
144538,spotify:artist:0lLY20XpZ9yDobkbHI7u1y,Pegboard Nerds
144548,spotify:artist:28Ky95tmlHktB96DBUoB0g,Tristam
144558,spotify:artist:2BuSNpxpMGJGiAAWJYJT2t,Noisestorm
144568,spotify:artist:4fv1OFJywZ7DHCz3mVQQ45,VALORANT
144578,spotify:artist:4XU5f8nGiPMr6eetud6epC,Nitro Fun
144588,spotify:artist:7aUSp5cOZlwEtd5zPC795k,Haywyre
144598,spotify:artist:40WIa01eubnEVkxUHeDZyF,SLANDER
144608,spotify:artist:01olvHW7uzIInQx9VTNuJm,Rootkit
144618,spotify:artist:1Bj395MP3AL2B6KouMzkFO,Case & Point
144628,spotify:artist:0E2SH86glIiPi5IQ0fx8kd,Lets Be Friends
144638,spotify:artist:7z2SH3eQbWeFdzQZcHQQ3O,Rezonate
144648,spotify:artist:3jnJamJbsFzvFbEu58aPss,Grant Bowtie
144654,spotify:artist:3Y7sK4nACC8R7WwAUUumCL,SCNDL
144664,spotify:artist:0FvgCHaMG7KL6M83yJuhmL,Aiobahn
144674,spotify:artist:7lcbOlKjk4gLsCxd481hik,Astronaut
144684,spotify:artist:2uEo8Rajpdz1AqineCVLHq,Direct
144694,spotify:artist:2g1JSu9UfRcQQYb3b03Km7,Varien
144704,spotify:artist:4VqBNQRr0nDN0trNUOn0co,WRLD
144715,spotify:artist:5RKCVcnmcgyhFf85I4Ry9O,Razihel
144724,spotify:artist:1kgxTtyF91VaqLD3J6Krd5,Hellberg
144734,spotify:artist:4dljuICglLYdFmk4dXtfUa,Kevin Villecco
144736,spotify:artist:0IYI04P2UzxwxJxvdvKk7P,Laszlo
144746,spotify:artist:3zuevuwyBq4MiQzPB3nvW2,Rogue
144756,spotify:artist:6EmSzH0r12lNsYQCFzCFS3,Tut Tut Child
144766,spotify:artist:4sGfNIfA14nKOKNi9NNQ12,LVTHER
144776,spotify:artist:06EfEcjc0vdvI6VNL0soIO,Rameses B
144786,spotify:artist:0QaiCsyOUjBgLqsbABu07O,Puppet
144796,spotify:artist:7mUsBZ6g6BbAu2MBU8Nsu3,nanobii
144806,spotify:artist:6S2tas4z6DyIklBajDqJxI,Infected Mushroom
145016,spotify:artist:1UtzKaSQyctQO8GN8EyzOn,Sound Remedy
145052,spotify:artist:6drePuJljld7X7xb7s63EK,Favright
145112,spotify:artist:4UNnRb4LN2hGtbtMfPzMhg,MUZZ
145132,spotify:artist:4Pn0zmbERg32YIOjl2nOQf,Droptek
145162,spotify:artist:210hjvKOh716ZO4ErE3x22,Pixl
145172,spotify:artist:14XqctcPu0lzQjrUZ06Tsn,Ephixa
145190,spotify:artist:79v9Al6rSVH9SFk0QzzOl1,Rich Edwards
145210,spotify:artist:7hfjEzzSLXPpjkboH8T3rh,Bustre
145241,spotify:artist:5XkWlDmNLDZA8MiOaRm6HQ,Aero Chord
145250,spotify:artist:5eOyDcFvvdc7D7BD6gCdsi,Direct
145420,spotify:artist:6C0KWmCdqrLU2LzzWBPbOy,Headhunterz
145490,spotify:artist:4MLO0CjZZIw0FgBDGnj3K4,SirensCeol
145690,spotify:artist:5usbqiU7sjvszjWecANDL6,WESTSIDE BOOGIE
145741,spotify:artist:6f9bmfkqiYbhCtdAZsv7KI,Keith Ape
145760,spotify:artist:5IqdDgKZLckft62bdi1C0l,Leaf
145990,spotify:artist:67lytN32YpUxiSeWlKfHJ3,Yung Lean
146060,spotify:artist:08b2PA6eFyugsWAk41eQKZ,Lesley Gore
146080,spotify:artist:1aX2dmV8XoHYCOQRxjPESG,The Human League
146180,spotify:artist:6lOk7hCr8x3O9vHwylXyHR,The Penguins
146190,spotify:artist:0smy8yDrRoI4CnhpOuthg0,Corey Hart
146210,spotify:artist:26T6b8maqEVltcmE4kSDUl,Corona
146230,spotify:artist:4b0WsB47XCa9F83BmwQ7WX,The Righteous Brothers
146280,spotify:artist:4L1z1IcfK7lbqx8izGHaw5,Juice Newton
146330,spotify:artist:6V3F8MZrOKdT9fU686ybE9,Mark Morrison
146340,spotify:artist:5dY9fABFwnSkIlG0LnFXiB,Southern Creek Players
146410,spotify:artist:6Tz0QRoe083BcOo2YbG9lV,Nena
146420,spotify:artist:2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys
146550,spotify:artist:4BoRxUdrcgbbq1rxJvvhg9,John Travolta
146570,spotify:artist:3iDD7bnsjL9J4fO298r0L0,Chicago
146590,spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Culture Club
146610,spotify:artist:05YVYeV4HxYp5rrWalvuE1,"Grover Washington, Jr."
146620,spotify:artist:6bOYtKnpLPQSfMpS2ilotK,Bobby Vinton
146660,spotify:artist:2The4Ur661sLPGndcUuuLu,Nu Shooz
146670,spotify:artist:5n30a5V4ftXNMHCHChmK2h,Young MC
146690,spotify:artist:0Q2Tc5yZFJpumLMc7Yz4e4,Tomppabeats
146770,spotify:artist:0uAjBatvB4ubpd4kCfjmNt,A Flock Of Seagulls
146781,spotify:artist:6mQfAAqZGBzIfrmlZCeaYT,Chaka Khan
146820,spotify:artist:2RpHsROrX075xfIwHn6B2U,Chris de Burgh
146920,spotify:artist:40enFxfEXXsEXKOt1vgx0k,Martika
146990,spotify:artist:3cniTumSiUysiPWXapGx1i,Cutting Crew
147000,spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart
147030,spotify:artist:6pXCjxMOBcWtvULYkFPVW6,The S.O.S Band
147050,spotify:artist:6D7h7R79IZjqJC2GM2wzyY,Heatwave
147130,spotify:artist:0a0l3QVhfMwQNAO4wPAmP9,Sounds Of Blackness
147190,spotify:artist:34E3csCxpXunPGEkOVVX2g,Albert Hammond
147310,spotify:artist:3jOO5nZ2XPmc232rNjzqJy,When In Rome
147370,spotify:artist:1inWec2E2UgfzMAhwjgTXe,Generation X
147480,spotify:artist:0fgYKF9Avljex0L9Wt5b8Z,Echo & the Bunnymen
147510,spotify:artist:2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project
147520,spotify:artist:2mG8HHQ9S9kcbjcrb5N1FE,The Go-Go's
147540,spotify:artist:5xQKoGD7Ql92fWd1uWwKkf,Steve Perry
147560,spotify:artist:5IDs1CK15HegSAhGEbSYXo,Billy Ocean
147590,spotify:artist:2VIoWte1HPDbZ2WqHd2La7,The Turtles
147620,spotify:artist:5gznATMVO85ZcLTkE9ULU7,Lenny Kravitz
147670,spotify:artist:6aq8T2RcspxVOGgMrTzjWc,Soft Cell
147710,spotify:artist:7Bah8E0kCETqEpAHI6CPzQ,Mr. Mister
147720,spotify:artist:7wJ9NwdRWtN92NunmXuwBk,Orchestral Manoeuvres In The Dark
147730,spotify:artist:4VmWYQQ5M9N9AiAx14v2yg,Aliotta Haynes Jeremiah
147740,spotify:artist:6imyM8T1Xbe8v2iZe41dR7,Haircut 100
147760,spotify:artist:1MNeXu0284O7mQWgF1YRc0,Breathe
147810,spotify:artist:5Ayl2bJtN5mdCsxZoxs9n1,Stick Figure
147850,spotify:artist:5BE212iALXP0t9ZoyYrAHd,Billy Blue
147870,spotify:artist:4mVpYIVAOE8sEdYuL8HDpd,Tanto Metro & Devonte
147920,spotify:artist:7yMruV2Y0a7ib9RLj9mLQQ,Kiko Bun
147961,spotify:artist:5G8IlDlnPQPN4YmtJ6NDxK,Cham
147990,spotify:artist:0VOR7Ie9xUSb45fzIIVJQ1,Hammock
148010,spotify:artist:592TFYwu9Qb0RC1hKDbX2w,Helios
148020,spotify:artist:3FdfTZ0BXYlV1Q48bEYOoQ,NazcarNation
148140,spotify:artist:2N5V735dwftKHqBpx9YPrz,Daithí
148190,spotify:artist:2SPTxueEd9AnNTBnOJqLWs,Dr. Toast
148200,spotify:artist:1UNjyjibdoEJIElpuW02Oc,Jonathan Byrd
148220,spotify:artist:4bODnAlydTbem2JAjDX52y,Evenings
148420,spotify:artist:3Nt2h0gWNi9cxuLeNjOsET,Capsize
148480,spotify:artist:4iJLPqClelZOBCBifm8Fzv,Pierce The Veil
148961,spotify:artist:1GrQQZ7U31WfQPQbd3MHx9,SHAED
148970,spotify:artist:6Wr3hh341P84m3EI8qdn9O,Rise Against
